Tweet,Message,Match,Polarity 
1974,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1975,RT MYEmbAbuDhabi Malaysia Education with few universities from Malaysia took part in the leading university fair in Abu Dhabi UAE nam,"leading,fair",positive
1976,Quebec Cree launch 1M internship fund to bring graduates home ,NONE,neutral
1977,RT newvisionwire State minister for higher education Dr. Chrysostom Muyingo has clarified that Parliament on Thursday did not vote on sus,NONE,neutral
1978,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1979,Prevention is key 22 of students said universities only offered support when mental health became a problem. Me ,support,positive
1980,RT Melmedia2013 chikaunigwe is the Daughter of the Soil. Born and raised in Enugu with an education at the University of Nigeria Nsukka,NONE,neutral
1981, Dr JAH The fact they're educated doesn't mean they are right. It's snobbery by education. Having been in a number ,educated,positive
1982,"RT USSbriefs The University and College Union UCU said the result was a serious indictment of the state of higher education, and demon",demon,negative
1983,RT IITKgp VGSOM IIT Kgp and sgSMU launched collaborative program for inclusive and immersive experiential learning focusing on innovati,NONE,neutral
1984,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1985,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1986,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1987,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1988,World's first AI university sees strong demand from students ,strong,positive
1989,The UK Universitys Democratic Deficit UKPolitics Today via pensignal Education conservatives labourparty ,NONE,neutral
1990, Mauritania Police dispersed a sit in of students in front of the Ministry of Higher Education in Nouakchott yest ,NONE,neutral
1991,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1992,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
1993,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
1994,"RT notderekblois Rest of Canada we want better healthcare, education systems, social services, rent control, etc. Alberta ",better,positive
1995,RT YoliShade I FINALLY HAVE A COURT DATE. My legal council at SERI RightsSA and I will be appearing at the Grahamstown High Court on 4 D,NONE,neutral
1996,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
1997,RT fioneezy Going to a private University doesn't mean your parents live through a different economy. We don't want to spend unrealistic,unrealistic,negative
1998,RT BoysSchools Mike Fellin and Sandra Boyes from Crescent School Canada share their research centre journey in the latest episode of I,NONE,neutral
1999,"RT listenbts whenever i go to university to attend class, it gets cancelled so imma do favour for other students and skip this entire yea",favour,positive
2000,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
2001,Sex education class leads to the arrest of man who has been defiling his 12 yr old daughter for 3yrs . . Davies Noe ,leads,positive
2002,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
2003,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
2004,RT newvisionwire State minister for higher education Dr. Chrysostom Muyingo has clarified that Parliament on Thursday did not vote on sus,NONE,neutral
2005,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
2006,"RT listenbts whenever i go to university to attend class, it gets cancelled so imma do favour for other students and skip this entire yea",favour,positive
2007,RT ucu Staff working at UK universities have backed strike action in ballots over both pensions and pay and working conditions. The votes,strike,negative
2008, mlkhattar sir i have completed my from cdlu university sirsa in 2016 amp its been more than ,NONE,neutral
2009,"RT listenbts whenever i go to university to attend class, it gets cancelled so imma do favour for other students and skip this entire yea",favour,positive
2010,RT Melmedia2013 chikaunigwe is the Daughter of the Soil. Born and raised in Enugu with an education at the University of Nigeria Nsukka,NONE,neutral
2011,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
2012,Free Education University Is a 17 course curriculum that teaches you how to find the right financial opportunitie ,"free,right",positive
2013,RT newvisionwire State minister for higher education Dr. Chrysostom Muyingo has clarified that Parliament on Thursday did not vote on sus,NONE,neutral
2014,"RT VybezRadioKE A 23 year old university student has burnt his birth and academic certificates, and claims to have recruited his younger",NONE,neutral
2015,RT DrJoGrady The mandate for strike action is significant. Universities now have to come back to us prepared to work seriously to addres,NONE,neutral
2016,RT newvisionwire State minister for higher education Dr. Chrysostom Muyingo has clarified that Parliament on Thursday did not vote on sus,NONE,neutral
2017,RT ucu Staff working at UK universities have backed strike action in ballots over both pensions and pay and working conditions. The votes,strike,negative
2018,"whenever i go to university to attend class, it gets cancelled so imma do favour for other students and skip this e ",favour,positive
2019,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
2020,RT PriyamvadaGopal You can take out the quotation marks. We are pissed. ,NONE,neutral
2021,RT ucu Guardian Disillusioned university workers have voted in support of strike action on campuses across the UK following separate bal,"disillusioned,strike",negative
